"day_open","day_high","day_low","day_close","volume","adj_close","trade_date","stock_id"
46,46,46,46,0,46,"2015-12-25","KILITCH.NS"
30.55,31.45,30.2,31,4800,31,"2015-05-14","KILITCH.NS"
21.45,21.45,19.55,20.2,700,20.2,"2013-09-30","KILITCH.NS"
23.8,24.5,23.2,24,8400,24,"2014-06-05","KILITCH.NS"
63.25,65.35,59.2,60.25,31000,60.25,"2017-04-26","KILITCH.NS"
36.9,36.9,35,35.25,1900,35.25,"2016-03-28","KILITCH.NS"
34.2,34.4,32.1,32.9,5300,32.9,"2015-09-22","KILITCH.NS"
44.55,44.55,44.55,44.55,100,44.55,"2012-06-04","KILITCH.NS"
19.8,20.3,19.25,19.9,8900,19.9,"2014-04-07","KILITCH.NS"
71.8,74,63,69.7,44500,69.7,"2012-08-30","KILITCH.NS"
45.45,45.9,44.95,45.9,15300,45.9,"2015-12-03","KILITCH.NS"
39.8,39.8,37.9,38.95,6700,38.95,"2015-11-10","KILITCH.NS"
42.35,42.4,41.75,42.4,10300,42.4,"2015-11-24","KILITCH.NS"
38.25,39.25,37.75,37.85,6700,37.85,"2015-11-13","KILITCH.NS"
18.8,19.5,18.5,19.15,2900,19.15,"2014-04-01","KILITCH.NS"
36,36,34.6,35.1,5900,35.1,"2015-10-06","KILITCH.NS"
27.75,27.75,25.3,27.25,7700,27.25,"2015-03-27","KILITCH.NS"
62.05,64,60.25,63.7,9300,63.7,"2012-03-13","KILITCH.NS"
62.9,63.85,60,61.25,1300,61.25,"2012-04-02","KILITCH.NS"
37.5,37.5,35.6,36.45,11200,36.45,"2012-12-17","KILITCH.NS"
48.4,50,48.4,48.75,300,48.75,"2012-01-25","KILITCH.NS"
19,19.5,17.5,18.8,3400,18.8,"2013-08-05","KILITCH.NS"
46,47.35,45.9,47.05,9600,47.05,"2016-10-24","KILITCH.NS"
18.1,18.3,17.65,17.95,100,17.95,"2014-02-17","KILITCH.NS"
48,48,45.05,46.4,2400,46.4,"2017-02-07","KILITCH.NS"
24.45,24.5,23.15,23.7,6300,23.7,"2014-06-03","KILITCH.NS"
40.7,40.7,39.7,39.8,7300,39.8,"2012-10-19","KILITCH.NS"
49.5,49.5,49.5,49.5,0,49.5,"2012-01-17","KILITCH.NS"
22.5,23.2,22.5,22.65,2700,22.65,"2014-08-14","KILITCH.NS"
22.2,23,21.05,22.2,3600,22.2,"2014-05-05","KILITCH.NS"
36.95,36.95,35.15,35.35,6300,35.35,"2016-07-15","KILITCH.NS"
35.1,36,35,35.7,15400,35.7,"2013-01-04","KILITCH.NS"
27.1,27.6,25.8,27.1,21300,27.1,"2014-06-18","KILITCH.NS"
18.1,19.75,18.1,19.4,5000,19.4,"2013-11-11","KILITCH.NS"
33,33.5,31.55,32.65,8800,32.65,"2016-08-19","KILITCH.NS"
30.45,31.7,29.7,30.4,79500,30.4,"2014-08-27","KILITCH.NS"
17.75,18.5,17.65,18.45,5900,18.45,"2014-03-06","KILITCH.NS"
42.25,43,41.25,41.85,15700,41.85,"2015-08-05","KILITCH.NS"
37.4,37.4,36.1,36.5,13500,36.5,"2012-12-11","KILITCH.NS"
23,23.8,22.45,23.05,300,23.05,"2014-07-28","KILITCH.NS"
26.8,26.8,25.1,25.35,3600,25.35,"2014-10-08","KILITCH.NS"
24.85,26,23.1,23.65,16100,23.65,"2013-03-07","KILITCH.NS"
43.2,43.9,41,41.15,14600,41.15,"2016-01-20","KILITCH.NS"
22.4,23.9,22.1,23.5,7100,23.5,"2013-03-05","KILITCH.NS"
21.5,23,21.1,21.8,7000,21.8,"2013-03-20","KILITCH.NS"
64.45,64.45,60.55,62,200,62,"2012-03-19","KILITCH.NS"
21.7,23.85,21.1,21.6,5700,21.6,"2013-05-23","KILITCH.NS"
30.6,31.95,30.25,30.5,5400,30.5,"2015-05-18","KILITCH.NS"
21.6,22.8,21.2,21.45,4400,21.45,"2013-05-21","KILITCH.NS"
46.9,48.6,46,46.85,1700,46.85,"2012-06-11","KILITCH.NS"
30,30.5,29.4,30.15,10800,30.15,"2015-07-03","KILITCH.NS"
18.15,19.1,17.85,17.9,2700,17.9,"2014-03-14","KILITCH.NS"
18.2,18.9,17.95,18.25,2300,18.25,"2014-03-07","KILITCH.NS"
38.2,38.5,37.4,37.45,1700,37.45,"2016-04-22","KILITCH.NS"
22.9,22.9,21,21.15,10800,21.15,"2013-05-07","KILITCH.NS"
27.5,28.5,26.75,27.85,3100,27.85,"2014-11-03","KILITCH.NS"
34.5,34.5,32.5,33.7,4300,33.7,"2015-08-26","KILITCH.NS"
50.5,50.5,49.4,49.5,800,49.5,"2012-01-16","KILITCH.NS"
38,40.5,37,37.65,9400,37.65,"2015-08-13","KILITCH.NS"
47.6,47.6,46,46.7,3600,46.7,"2017-02-09","KILITCH.NS"
18.7,20.9,18.5,19.1,3500,19.1,"2013-08-20","KILITCH.NS"
46,48.45,44.1,44.95,79100,44.95,"2014-12-05","KILITCH.NS"
52.7,57.95,51,57.95,140200,57.95,"2017-04-19","KILITCH.NS"
22.5,23.5,22.4,23.45,2600,23.45,"2014-01-01","KILITCH.NS"
32.5,32.8,30.65,32.2,10800,32.2,"2016-06-24","KILITCH.NS"
25,25,23,23.3,3700,23.3,"2014-05-29","KILITCH.NS"
20.7,21.25,20.25,20.9,3200,20.9,"2013-10-09","KILITCH.NS"
58.8,62,58.4,61.8,400,61.8,"2012-04-30","KILITCH.NS"
36.7,37.65,36.2,37.4,1800,37.4,"2016-05-04","KILITCH.NS"
41.7,41.7,40.2,40.35,12500,40.35,"2012-10-11","KILITCH.NS"
20.85,21.5,20.75,21.3,4700,21.3,"2013-12-20","KILITCH.NS"
32.8,34.8,32.8,34.15,19400,34.15,"2016-09-16","KILITCH.NS"
41,41,41,41,0,41,"2012-01-02","KILITCH.NS"
22.25,22.65,21.05,21.55,6400,21.55,"2013-04-09","KILITCH.NS"
