"day_open","day_high","day_low","day_close","volume","adj_close","trade_date","stock_id"
5.4,5.8,5.3,5.35,1117300,5.35,"2016-12-26","3IINFOTECH.NS"
7.5,7.75,7.45,7.5,608400,7.5,"2012-10-30","3IINFOTECH.NS"
5.6,5.65,5.45,5.45,1660900,5.45,"2016-08-24","3IINFOTECH.NS"
6,6,6,6,0,6,"2016-08-15","3IINFOTECH.NS"
7.2,7.25,7.1,7.15,1158700,7.15,"2012-11-27","3IINFOTECH.NS"
4.15,4.25,4.1,4.15,411300,4.15,"2016-05-12","3IINFOTECH.NS"
4.15,4.15,4.15,4.15,0,4.15,"2013-09-09","3IINFOTECH.NS"
4.8,5.4,4.8,5.1,4849400,5.1,"2017-03-27","3IINFOTECH.NS"
10.2,10.2,9.6,9.6,683800,9.6,"2014-07-11","3IINFOTECH.NS"
7.95,7.95,7.6,7.65,634600,7.65,"2013-02-06","3IINFOTECH.NS"
5,5.05,4.95,5,883700,5,"2017-03-20","3IINFOTECH.NS"
7.6,7.75,7.25,7.4,601300,7.4,"2014-03-11","3IINFOTECH.NS"
5.5,5.55,5.2,5.35,595900,5.35,"2013-05-23","3IINFOTECH.NS"
11.7,12,11.65,11.7,2215400,11.7,"2014-06-24","3IINFOTECH.NS"
8.7,9.1,8.45,8.9,1439600,8.9,"2014-09-22","3IINFOTECH.NS"
6.55,6.55,6.15,6.3,5075500,6.3,"2016-10-25","3IINFOTECH.NS"
4.05,4.05,4.05,4.05,322800,4.05,"2015-06-10","3IINFOTECH.NS"
5,5.1,4.95,4.95,1291700,4.95,"2016-07-21","3IINFOTECH.NS"
6.25,7.15,6.25,6.9,3150700,6.9,"2015-04-06","3IINFOTECH.NS"
8.7,8.75,8.35,8.35,780400,8.35,"2014-07-30","3IINFOTECH.NS"
5.05,5.9,4.95,5.1,1143100,5.1,"2013-03-25","3IINFOTECH.NS"
9,9.2,8.8,9.2,739300,9.2,"2013-01-02","3IINFOTECH.NS"
12.3,12.4,11.65,11.7,4325100,11.7,"2014-06-20","3IINFOTECH.NS"
6.7,7,6.7,6.9,386900,6.9,"2013-12-26","3IINFOTECH.NS"
15.95,17.05,15.9,16.9,3277900,16.9,"2012-01-13","3IINFOTECH.NS"
11.45,11.6,10.9,10.95,2168100,10.95,"2012-06-11","3IINFOTECH.NS"
7.6,8,7.6,7.75,1175900,7.75,"2014-04-02","3IINFOTECH.NS"
4.7,4.75,4.55,4.6,1202300,4.6,"2016-01-27","3IINFOTECH.NS"
4.1,4.1,4.1,4.1,0,4.1,"2015-10-22","3IINFOTECH.NS"
6.7,6.85,6.3,6.75,838500,6.75,"2013-02-27","3IINFOTECH.NS"
4.75,4.75,4.75,4.75,226800,4.75,"2015-07-02","3IINFOTECH.NS"
20.5,22.05,19.8,20.3,6477200,20.3,"2012-02-17","3IINFOTECH.NS"
4.25,4.3,4.15,4.25,896700,4.25,"2016-05-17","3IINFOTECH.NS"
15.55,15.9,15.45,15.7,795900,15.7,"2012-04-17","3IINFOTECH.NS"
3.95,3.95,3.75,3.95,954200,3.95,"2015-08-03","3IINFOTECH.NS"
4.1,4.15,3.9,3.95,646600,3.95,"2015-08-07","3IINFOTECH.NS"
10.2,10.5,10,10.3,469200,10.3,"2012-07-31","3IINFOTECH.NS"
9,9.3,8.6,9.15,1784100,9.15,"2012-12-18","3IINFOTECH.NS"
9,9.1,8.45,8.5,929400,8.5,"2014-09-23","3IINFOTECH.NS"
5.55,5.7,5.5,5.5,329000,5.5,"2013-11-26","3IINFOTECH.NS"
16.7,16.7,15.5,15.85,1800100,15.85,"2012-03-26","3IINFOTECH.NS"
7.5,7.95,7.3,7.65,4133600,7.65,"2015-04-10","3IINFOTECH.NS"
16.05,16.35,15.7,16.05,1131300,16.05,"2012-04-04","3IINFOTECH.NS"
5.7,5.7,5.5,5.5,456500,5.5,"2013-05-22","3IINFOTECH.NS"
5.1,5.1,4.9,4.95,535200,4.95,"2013-07-19","3IINFOTECH.NS"
15.4,15.8,15.25,15.45,1296000,15.45,"2012-03-30","3IINFOTECH.NS"
5.1,5.2,4.95,5,1711700,5,"2017-03-14","3IINFOTECH.NS"
4,4,3.8,3.8,1475900,3.8,"2016-05-31","3IINFOTECH.NS"
7.8,7.8,7.5,7.6,664300,7.6,"2015-03-11","3IINFOTECH.NS"
5.65,5.65,5.5,5.5,2719800,5.5,"2017-02-06","3IINFOTECH.NS"
7.5,7.65,7.25,7.35,745400,7.35,"2014-12-16","3IINFOTECH.NS"
14.35,14.5,13.9,14.1,779200,14.1,"2012-04-27","3IINFOTECH.NS"
8.2,9.2,8,9.1,4460900,9.1,"2014-09-10","3IINFOTECH.NS"
5,5.4,4.75,5.3,14679400,5.3,"2016-06-16","3IINFOTECH.NS"
4.45,4.45,4.45,4.45,0,4.45,"2016-03-25","3IINFOTECH.NS"
5.2,5.2,4.9,5.05,2620500,5.05,"2016-11-23","3IINFOTECH.NS"
10.3,10.3,9.85,9.85,1047300,9.85,"2014-07-09","3IINFOTECH.NS"
2.5,2.5,2.5,2.5,1281600,2.5,"2015-05-21","3IINFOTECH.NS"
7.95,8.45,7.75,7.95,957900,7.95,"2014-12-11","3IINFOTECH.NS"
5.4,5.4,5,5.25,1766100,5.25,"2016-11-18","3IINFOTECH.NS"
7,7,6.4,6.4,2098300,6.4,"2013-12-09","3IINFOTECH.NS"
4.2,4.55,4.1,4.4,1719400,4.4,"2016-04-01","3IINFOTECH.NS"
7.5,7.85,7.4,7.85,2012000,7.85,"2012-09-18","3IINFOTECH.NS"
2.95,3.05,2.9,3.05,764800,3.05,"2015-09-14","3IINFOTECH.NS"
16.55,16.8,15.75,15.95,1830800,15.95,"2012-01-23","3IINFOTECH.NS"
8.15,8.55,8,8.15,1165600,8.15,"2012-08-27","3IINFOTECH.NS"
5.75,5.95,5.65,5.7,3438500,5.7,"2016-12-01","3IINFOTECH.NS"
8.35,9.8,7.95,9.8,15732300,9.8,"2014-12-26","3IINFOTECH.NS"
5.5,5.75,5.5,5.6,453600,5.6,"2013-12-02","3IINFOTECH.NS"
8.1,8.6,7.9,8,1265100,8,"2014-11-21","3IINFOTECH.NS"
4.2,4.2,4.1,4.1,889400,4.1,"2015-10-26","3IINFOTECH.NS"
9.1,9.25,8.95,9.05,1282800,9.05,"2015-01-08","3IINFOTECH.NS"
5.95,6,5.7,5.75,864100,5.75,"2016-12-12","3IINFOTECH.NS"
12.6,13.1,12.1,13.1,12480200,13.1,"2014-06-12","3IINFOTECH.NS"
5.7,5.75,5.5,5.6,338800,5.6,"2013-11-12","3IINFOTECH.NS"
5.6,5.65,4.95,5.4,14553000,5.4,"2016-06-17","3IINFOTECH.NS"
6.3,6.4,5.95,6,1358400,6,"2013-03-20","3IINFOTECH.NS"
2.6,2.6,2.6,2.6,335200,2.6,"2015-05-26","3IINFOTECH.NS"
6.55,6.7,6.35,6.5,510900,6.5,"2013-03-14","3IINFOTECH.NS"
4.3,4.3,4.1,4.15,415400,4.15,"2013-09-10","3IINFOTECH.NS"
6.1,6.3,5.9,5.95,1222400,5.95,"2013-05-10","3IINFOTECH.NS"
5.05,5.7,5,5.55,3957400,5.55,"2016-11-25","3IINFOTECH.NS"
13,13.15,12.6,12.7,581300,12.7,"2012-05-28","3IINFOTECH.NS"
16,16.9,16,16.5,4066600,16.5,"2012-01-27","3IINFOTECH.NS"
5.95,5.95,5.35,5.4,9764300,5.4,"2016-01-07","3IINFOTECH.NS"
9.9,9.9,9.9,9.9,425100,9.9,"2012-12-10","3IINFOTECH.NS"
7.9,8.05,7.8,7.9,257100,7.9,"2012-10-17","3IINFOTECH.NS"
6.8,6.95,6.7,6.75,591200,6.75,"2013-12-18","3IINFOTECH.NS"
5.45,5.45,5.2,5.25,2052800,5.25,"2017-02-23","3IINFOTECH.NS"
5.6,5.8,5.55,5.6,470800,5.6,"2013-04-11","3IINFOTECH.NS"
5.95,5.95,5.8,5.85,2049900,5.85,"2016-09-22","3IINFOTECH.NS"
6.5,6.6,6.35,6.4,481900,6.4,"2013-03-15","3IINFOTECH.NS"
3.15,3.15,2.9,3.15,3570000,3.15,"2015-08-21","3IINFOTECH.NS"
5.9,5.9,5.9,5.9,0,5.9,"2016-11-14","3IINFOTECH.NS"
5.9,6,5.5,5.65,2216000,5.65,"2013-10-03","3IINFOTECH.NS"
13.8,14.3,13.2,14.15,3201200,14.15,"2012-01-09","3IINFOTECH.NS"
12.9,13,12.25,12.55,7271100,12.55,"2012-07-06","3IINFOTECH.NS"
8.1,8.15,7.75,7.8,777200,7.8,"2015-02-25","3IINFOTECH.NS"
16.3,16.45,15.65,15.95,2990900,15.95,"2012-01-12","3IINFOTECH.NS"
3.8,3.95,3.45,3.45,21989600,3.45,"2015-05-13","3IINFOTECH.NS"
7.85,7.85,7.85,7.85,0,7.85,"2014-04-14","3IINFOTECH.NS"
7.5,7.6,7.15,7.2,933600,7.2,"2015-03-16","3IINFOTECH.NS"
8,8.2,7.85,7.9,461300,7.9,"2012-10-16","3IINFOTECH.NS"
5.7,5.7,5.6,5.65,681600,5.65,"2016-12-30","3IINFOTECH.NS"
8.3,8.75,7.95,8.75,1727800,8.75,"2014-08-14","3IINFOTECH.NS"
7.55,7.7,7.55,7.6,456500,7.6,"2015-03-12","3IINFOTECH.NS"
4.25,4.4,4.05,4.2,1158400,4.2,"2015-07-17","3IINFOTECH.NS"
4.3,4.3,4,4.15,2289400,4.15,"2015-07-23","3IINFOTECH.NS"
7.75,7.9,7.65,7.9,1075800,7.9,"2012-11-01","3IINFOTECH.NS"
8.05,8.25,7.95,8.25,806100,8.25,"2013-01-18","3IINFOTECH.NS"
8.05,9.2,8,8.2,3685400,8.2,"2014-12-24","3IINFOTECH.NS"
3.75,3.8,3.7,3.7,805900,3.7,"2015-11-04","3IINFOTECH.NS"
12.05,13.2,11.25,12.6,4758200,12.6,"2012-07-13","3IINFOTECH.NS"
4.15,4.4,3.85,4.25,5981600,4.25,"2015-10-08","3IINFOTECH.NS"
6.95,7.15,6.9,6.95,1070100,6.95,"2013-03-11","3IINFOTECH.NS"
5.15,5.65,5,5.55,825800,5.55,"2013-03-28","3IINFOTECH.NS"
4.15,4.25,4.1,4.15,514800,4.15,"2016-05-05","3IINFOTECH.NS"
8.3,8.5,8,8.1,1496600,8.1,"2012-10-04","3IINFOTECH.NS"
5.65,5.65,5.45,5.5,1331500,5.5,"2016-11-28","3IINFOTECH.NS"
6.9,6.95,6.45,6.45,558300,6.45,"2013-02-28","3IINFOTECH.NS"
6.05,6.05,5.8,5.9,1819500,5.9,"2016-10-05","3IINFOTECH.NS"
7.4,7.6,6.95,7.35,2456700,7.35,"2015-04-09","3IINFOTECH.NS"
4.9,4.95,4.5,4.75,1077100,4.75,"2013-06-05","3IINFOTECH.NS"
3.75,3.85,3.65,3.85,3233400,3.85,"2015-11-05","3IINFOTECH.NS"
7.5,7.85,7.35,7.75,724900,7.75,"2014-11-26","3IINFOTECH.NS"
8.05,8.15,7.85,7.9,618500,7.9,"2012-10-10","3IINFOTECH.NS"
7.15,7.15,7.15,7.15,0,7.15,"2012-11-28","3IINFOTECH.NS"
5.5,5.75,5.4,5.4,3089800,5.4,"2017-02-21","3IINFOTECH.NS"
7.95,7.95,7.6,7.65,345700,7.65,"2012-10-29","3IINFOTECH.NS"
8,8.2,7.65,8,751600,8,"2013-02-01","3IINFOTECH.NS"
5.7,6.5,5.65,6.3,4507100,6.3,"2013-09-30","3IINFOTECH.NS"
9.25,9.5,8.8,9.35,3013000,9.35,"2014-05-29","3IINFOTECH.NS"
5,5.2,4.95,5.05,285700,5.05,"2013-06-17","3IINFOTECH.NS"
4.25,4.45,4.25,4.35,1374700,4.35,"2016-04-27","3IINFOTECH.NS"
11.45,12.35,11.25,12.25,15299400,12.25,"2012-07-04","3IINFOTECH.NS"
5.05,5.2,5,5.05,1356800,5.05,"2016-07-04","3IINFOTECH.NS"
4.1,4.1,4,4.1,2058700,4.1,"2015-10-21","3IINFOTECH.NS"
17.1,17.3,16.75,16.8,821600,16.8,"2012-03-12","3IINFOTECH.NS"
8,8,8,8,0,8,"2014-10-06","3IINFOTECH.NS"
4.4,4.55,4.4,4.45,419300,4.45,"2013-07-29","3IINFOTECH.NS"
7.85,7.85,7.85,7.85,0,7.85,"2012-09-19","3IINFOTECH.NS"
8.7,9.25,8.5,8.55,2765800,8.55,"2014-11-05","3IINFOTECH.NS"
8.75,9.15,8.75,8.85,1357400,8.85,"2014-08-25","3IINFOTECH.NS"
5.15,5.2,5.05,5.1,1146600,5.1,"2016-07-29","3IINFOTECH.NS"
5.05,5.5,5.05,5.2,587200,5.2,"2013-06-19","3IINFOTECH.NS"
5.45,5.65,5.45,5.55,224900,5.55,"2013-11-13","3IINFOTECH.NS"
9.6,9.6,8.95,9.05,1100000,9.05,"2013-01-03","3IINFOTECH.NS"
4.3,4.3,4.15,4.3,4880100,4.3,"2015-10-23","3IINFOTECH.NS"
7.7,7.7,7.2,7.35,1450000,7.35,"2015-04-16","3IINFOTECH.NS"
5.9,6.3,5.8,6.2,1602300,6.2,"2015-04-01","3IINFOTECH.NS"
7.4,7.75,7.35,7.4,481600,7.4,"2014-03-18","3IINFOTECH.NS"
8.2,8.3,8.1,8.15,494200,8.15,"2013-01-16","3IINFOTECH.NS"
5.55,5.8,5.4,5.6,367800,5.6,"2013-11-14","3IINFOTECH.NS"
6.2,6.2,6.05,6.15,2194900,6.15,"2017-01-11","3IINFOTECH.NS"
16.95,17.3,16.75,17.05,2959500,17.05,"2012-02-28","3IINFOTECH.NS"
5.15,5.4,4.95,5.05,4478600,5.05,"2016-01-14","3IINFOTECH.NS"
3,3,3,3,0,3,"2015-09-25","3IINFOTECH.NS"
7.7,7.95,7.45,7.55,970700,7.55,"2014-11-25","3IINFOTECH.NS"
8.1,8.15,7.75,8.15,1047100,8.15,"2012-08-24","3IINFOTECH.NS"
7,7.3,6.8,7.2,599700,7.2,"2014-03-25","3IINFOTECH.NS"
9.25,9.4,8.85,8.95,2093400,8.95,"2014-12-30","3IINFOTECH.NS"
4,4.1,3.8,3.85,1409700,3.85,"2015-08-04","3IINFOTECH.NS"
7,7.2,7,7.2,191300,7.2,"2013-02-19","3IINFOTECH.NS"
4,4,3.75,3.85,1027300,3.85,"2015-11-19","3IINFOTECH.NS"
6.1,6.1,5.8,5.95,586100,5.95,"2013-04-04","3IINFOTECH.NS"
4.25,4.4,4.25,4.3,1124200,4.3,"2016-03-17","3IINFOTECH.NS"
17,17.25,16.5,16.55,1099800,16.55,"2012-03-05","3IINFOTECH.NS"
5.45,6,5.3,5.5,10171500,5.5,"2016-01-06","3IINFOTECH.NS"
3.7,3.8,3.65,3.7,1679400,3.7,"2015-10-15","3IINFOTECH.NS"
4.4,4.7,4.25,4.5,676300,4.5,"2013-08-20","3IINFOTECH.NS"
5.2,5.25,5.15,5.2,1168400,5.2,"2017-03-06","3IINFOTECH.NS"
9.45,9.45,8.85,8.9,917100,8.9,"2012-08-16","3IINFOTECH.NS"
5.2,5.55,5.1,5.25,3970700,5.25,"2017-05-09","3IINFOTECH.NS"
5.6,5.8,5.55,5.65,4629100,5.65,"2016-08-22","3IINFOTECH.NS"
3.05,3.05,2.95,3,702900,3,"2015-09-24","3IINFOTECH.NS"
4.8,4.85,3.8,3.8,21787100,3.8,"2015-05-12","3IINFOTECH.NS"
12,12,11.1,11.4,3137500,11.4,"2012-07-18","3IINFOTECH.NS"
16.9,16.9,16.9,16.9,0,16.9,"2012-03-08","3IINFOTECH.NS"
7.15,7.5,7.15,7.5,869300,7.5,"2012-11-30","3IINFOTECH.NS"
8.7,8.8,8.45,8.65,355900,8.65,"2012-12-24","3IINFOTECH.NS"
12,12.15,11.85,12,713400,12,"2012-05-18","3IINFOTECH.NS"
4.55,4.55,4.4,4.45,1013000,4.45,"2016-04-04","3IINFOTECH.NS"
6.5,6.75,6.25,6.6,1106200,6.6,"2013-03-01","3IINFOTECH.NS"
12.7,13.4,12.55,13.05,2336200,13.05,"2012-01-06","3IINFOTECH.NS"
4.1,4.1,3.9,3.95,1065700,3.95,"2015-11-27","3IINFOTECH.NS"
7.4,7.45,7.15,7.3,717100,7.3,"2014-04-25","3IINFOTECH.NS"
7.7,7.7,7.55,7.65,554000,7.65,"2012-09-10","3IINFOTECH.NS"
8.5,8.9,8.5,8.65,1016800,8.65,"2014-09-18","3IINFOTECH.NS"
6.5,6.85,5.7,5.9,3907500,5.9,"2013-10-01","3IINFOTECH.NS"
3.7,3.9,3.65,3.8,742600,3.8,"2013-08-08","3IINFOTECH.NS"
2.4,2.5,2.4,2.4,4303100,2.4,"2015-05-22","3IINFOTECH.NS"
8.05,8.8,8,8.55,1493900,8.55,"2014-11-17","3IINFOTECH.NS"
3,3.05,2.95,3.05,788500,3.05,"2015-09-03","3IINFOTECH.NS"
5.25,5.5,5.2,5.4,2265400,5.4,"2016-09-08","3IINFOTECH.NS"
5.8,5.8,5.65,5.7,1689000,5.7,"2016-10-10","3IINFOTECH.NS"
12.5,12.5,11.85,12,3697500,12,"2012-07-09","3IINFOTECH.NS"
5.6,5.7,5.45,5.5,4941300,5.5,"2017-02-03","3IINFOTECH.NS"
5.7,6.1,5.6,6.1,487900,6.1,"2013-10-29","3IINFOTECH.NS"
4.05,4.25,3.95,4.05,1691400,4.05,"2016-03-01","3IINFOTECH.NS"
7,7,6.75,6.85,506800,6.85,"2013-02-25","3IINFOTECH.NS"
38.8,38.8,37.2,38.25,37900,36.72,"2013-10-03","ORIENTCEM.NS"
124.6,130,124.6,127.4,345300,125.49,"2014-10-20","ORIENTCEM.NS"
149,150.5,144.7,148.55,171000,147.72,"2015-12-31","ORIENTCEM.NS"
139.5,140.25,134.6,136,285800,136,"2017-02-07","ORIENTCEM.NS"
176,180.15,172.5,175.35,52900,173.41,"2015-07-13","ORIENTCEM.NS"
112.5,122,112.5,114.55,182900,112.83,"2014-08-11","ORIENTCEM.NS"
149,150,143.2,145.7,51100,144.88,"2016-03-23","ORIENTCEM.NS"
142.3,151,142.05,148.55,143600,147.72,"2016-05-05","ORIENTCEM.NS"
140,141.25,139.5,140.1,85000,138,"2014-11-14","ORIENTCEM.NS"
129.8,131.4,127,128.35,317900,128.35,"2017-01-03","ORIENTCEM.NS"
230.2,232,220,222.05,235600,222.05,"2016-10-06","ORIENTCEM.NS"
148.7,153,147.7,150,42100,149.16,"2016-01-04","ORIENTCEM.NS"
126.8,126.8,126.8,126.8,0,124.9,"2014-10-15","ORIENTCEM.NS"
150.95,150.95,146.15,148.4,64000,146.18,"2014-12-09","ORIENTCEM.NS"
40,40.1,38.7,39.35,32300,37.78,"2013-12-17","ORIENTCEM.NS"
173.45,173.65,168.5,169.75,145800,167.87,"2015-03-17","ORIENTCEM.NS"
97.1,99,90.3,91.25,306300,89.31,"2014-07-11","ORIENTCEM.NS"
131.3,131.3,131.3,131.3,0,131.3,"2017-01-26","ORIENTCEM.NS"
38.95,39,34.4,37.75,179800,36.24,"2013-08-13","ORIENTCEM.NS"
134.35,139,132.6,133.05,266100,133.05,"2017-03-15","ORIENTCEM.NS"
159,162,156.1,158.1,42000,157.21,"2015-09-16","ORIENTCEM.NS"
134.7,139.5,132.25,134.45,1167800,134.45,"2016-11-25","ORIENTCEM.NS"
147.45,147.45,147.45,147.45,0,147.45,"2017-02-24","ORIENTCEM.NS"
38.85,39.9,38.3,39,26600,37.44,"2013-11-29","ORIENTCEM.NS"
149.55,153.2,145.3,146.1,263900,146.1,"2017-04-18","ORIENTCEM.NS"
172,173.4,169.55,171.5,26300,171.5,"2016-07-22","ORIENTCEM.NS"
171.05,172,168.2,169.65,27400,169.65,"2016-07-25","ORIENTCEM.NS"
152.2,152.2,152.2,152.2,0,152.2,"2017-04-14","ORIENTCEM.NS"
123,124.55,115.65,118,194300,118,"2016-12-22","ORIENTCEM.NS"
165,171.8,164.15,170.25,204800,169.29,"2015-09-03","ORIENTCEM.NS"
41.25,41.3,40.55,41,14000,39.36,"2013-12-13","ORIENTCEM.NS"
128.15,133.05,128.15,130.4,76900,130.4,"2016-12-07","ORIENTCEM.NS"
161.8,171.75,161.05,170.4,918500,170.4,"2017-04-28","ORIENTCEM.NS"
145,148.9,144.25,145,11600,144.19,"2016-02-01","ORIENTCEM.NS"
99.05,101.8,98.25,100.5,173900,98.36,"2014-07-30","ORIENTCEM.NS"
126,128,126,126.8,357700,124.9,"2014-10-14","ORIENTCEM.NS"
162.8,169,161.25,168.55,254400,166.02,"2015-01-08","ORIENTCEM.NS"
162.5,164.95,160,163,169700,161.2,"2015-03-25","ORIENTCEM.NS"
48.7,50.9,48.7,50.05,162600,48.98,"2014-05-06","ORIENTCEM.NS"
124.05,124.95,114.8,120.1,268500,120.1,"2016-12-20","ORIENTCEM.NS"
181.6,184.45,181.1,183.5,11200,182.47,"2015-08-03","ORIENTCEM.NS"
39.1,40.4,39.1,39.35,50900,37.78,"2014-01-07","ORIENTCEM.NS"
142.5,147,141.25,144.6,52700,142.43,"2014-11-26","ORIENTCEM.NS"
100.5,106.3,98.2,104.2,327800,101.98,"2014-07-31","ORIENTCEM.NS"
107.9,116.8,107.9,113.75,209700,111.33,"2014-08-04","ORIENTCEM.NS"
165.05,169.15,163,164.7,21600,163.77,"2016-06-06","ORIENTCEM.NS"
165,170.85,165,169.45,17500,167.58,"2015-06-25","ORIENTCEM.NS"
189,200,185.55,187.35,291200,187.35,"2016-10-17","ORIENTCEM.NS"
78.95,83.9,75.65,80,1126900,78.3,"2014-05-28","ORIENTCEM.NS"
146.55,147,142.15,145.25,370300,145.25,"2017-04-06","ORIENTCEM.NS"
45.8,46.9,44.8,46.25,93600,45.26,"2014-03-19","ORIENTCEM.NS"
166,168.8,163.1,166.05,385800,166.05,"2017-05-08","ORIENTCEM.NS"
165,173.3,163.45,170.85,76300,169.89,"2015-08-14","ORIENTCEM.NS"
195.8,201.85,192.5,199.85,344600,199.85,"2016-09-08","ORIENTCEM.NS"
132.1,137.7,132.1,136.4,49100,135.63,"2016-02-25","ORIENTCEM.NS"
127,128.95,122.5,124.15,97600,124.15,"2016-12-15","ORIENTCEM.NS"
194.5,194.5,194.5,194.5,0,194.5,"2016-09-13","ORIENTCEM.NS"
158.25,165,158.25,164.6,7800,163.68,"2015-11-16","ORIENTCEM.NS"
162.35,168.85,161.45,167.05,41000,165.2,"2015-03-30","ORIENTCEM.NS"
135,142,133.85,139.25,527900,139.25,"2017-02-01","ORIENTCEM.NS"
36.95,39,36.5,38,383700,36.48,"2013-09-25","ORIENTCEM.NS"
148.5,150.45,147.1,147.65,10500,146.82,"2016-04-29","ORIENTCEM.NS"
171,172.75,169,170.2,189500,170.2,"2016-07-29","ORIENTCEM.NS"
179.5,179.5,179.5,179.5,0,177.52,"2015-04-02","ORIENTCEM.NS"
147.65,152.4,146.3,151.25,183100,150.4,"2016-01-27","ORIENTCEM.NS"
80.4,80.4,76.65,78.25,191800,76.58,"2014-05-21","ORIENTCEM.NS"
158.1,158.1,158.1,158.1,0,157.21,"2015-09-17","ORIENTCEM.NS"
178,179.65,171.2,175.05,45900,173.11,"2015-07-03","ORIENTCEM.NS"
147,152,147,150.75,115900,148.49,"2014-12-12","ORIENTCEM.NS"
175,176,165,167.3,257300,167.3,"2016-10-27","ORIENTCEM.NS"
36,37,35.25,35.9,39000,34.46,"2014-01-27","ORIENTCEM.NS"
166.3,168.5,165.15,165.95,216400,165.95,"2017-05-09","ORIENTCEM.NS"
166.5,167.8,162.8,163.85,11100,162.93,"2015-10-30","ORIENTCEM.NS"
38.75,39.55,38.55,39.5,621100,37.92,"2013-12-20","ORIENTCEM.NS"
41.85,43.75,41.8,42.85,320700,41.94,"2014-03-26","ORIENTCEM.NS"
42.15,45,41.5,42.1,35600,40.42,"2013-12-10","ORIENTCEM.NS"
193.7,196.3,189.95,194.5,1036500,194.5,"2016-09-12","ORIENTCEM.NS"
157,157,152,152,21700,151.15,"2016-05-23","ORIENTCEM.NS"
139.9,141.4,135.2,137.5,47500,136.73,"2016-03-08","ORIENTCEM.NS"
177.95,177.95,170.15,171.6,94900,169.7,"2015-05-18","ORIENTCEM.NS"
51.55,51.55,51.55,51.55,0,50.45,"2014-04-24","ORIENTCEM.NS"
128.3,128.3,120.5,122.95,66800,121.11,"2014-09-04","ORIENTCEM.NS"
42.95,43,39.55,40.1,32000,38.5,"2013-12-16","ORIENTCEM.NS"
155.8,155.8,151.55,152.75,11700,151.89,"2016-04-25","ORIENTCEM.NS"
164.45,165.6,161,162.55,8600,161.64,"2015-12-18","ORIENTCEM.NS"
182,184,177.75,179.65,74800,179.65,"2016-10-21","ORIENTCEM.NS"
128.65,130.75,125.45,128.2,603400,128.2,"2017-03-24","ORIENTCEM.NS"
96,96.9,92.85,93.3,657200,91.31,"2014-06-24","ORIENTCEM.NS"
148,153,144.3,150.45,45000,149.6,"2016-03-30","ORIENTCEM.NS"
158.25,160.9,156.25,157.95,42200,157.06,"2015-09-15","ORIENTCEM.NS"
122,123.25,118,121.55,544600,119.73,"2014-09-26","ORIENTCEM.NS"
179.8,179.85,174.25,175.7,22700,175.7,"2016-07-18","ORIENTCEM.NS"
44.05,44.45,43.5,44,99500,43.06,"2014-03-11","ORIENTCEM.NS"
157.35,157.35,153.1,154.05,57700,153.18,"2016-04-18","ORIENTCEM.NS"
130.75,131.95,128,128.75,28600,126.82,"2014-10-27","ORIENTCEM.NS"
161.45,164,159,159.85,10400,158.95,"2015-12-23","ORIENTCEM.NS"
78.45,80.8,73.05,74.85,271600,73.26,"2014-05-26","ORIENTCEM.NS"
171,174.4,166.2,167.5,59900,165.65,"2015-06-24","ORIENTCEM.NS"
176.55,177,172.35,173.3,125200,171.38,"2015-06-05","ORIENTCEM.NS"
127.1,129.25,127.1,128.65,630000,128.65,"2017-03-29","ORIENTCEM.NS"
43.9,45,43.9,44.75,78400,43.8,"2014-03-12","ORIENTCEM.NS"
145.2,146.5,144.25,145.25,3600,144.43,"2016-03-29","ORIENTCEM.NS"
157.95,157.95,154.05,156.1,18900,155.22,"2016-05-16","ORIENTCEM.NS"
179.65,182.75,178.75,179,85700,179,"2016-10-24","ORIENTCEM.NS"
132.55,135,127.05,128.45,46400,126.53,"2014-10-07","ORIENTCEM.NS"
178.55,180.85,172.5,174.95,44300,173.02,"2015-07-09","ORIENTCEM.NS"
126.55,128.7,123.1,126.95,66000,125.05,"2014-09-08","ORIENTCEM.NS"
198,204,193.1,201.3,482200,201.3,"2016-09-22","ORIENTCEM.NS"
183,187,180.65,183.25,94400,182.22,"2015-08-04","ORIENTCEM.NS"
39.9,40,39.1,39.2,24000,37.63,"2013-12-30","ORIENTCEM.NS"
50690,51040,49759.6,50434.8,21900,50390.6,"2017-02-07","MRF.NS"
10066,10286.1,10020,10142,10300,10052.31,"2012-07-02","MRF.NS"
35550,36330,35261,36140.6,11000,36001.59,"2015-05-13","MRF.NS"
13176.3,13176.3,12740,12788.8,17800,12704.53,"2013-09-11","MRF.NS"
30695,31440,30013,31307,31200,31149.91,"2014-09-17","MRF.NS"
39387,39570.9,38911.1,39286.1,14600,39134.99,"2015-07-28","MRF.NS"
36499,37271.4,36210,36442.9,7300,36263.4,"2014-12-26","MRF.NS"
7910,8350,7880,8280.2,20700,8206.97,"2012-02-01","MRF.NS"
35500.1,35990,35136.9,35800.7,4700,35668.1,"2016-04-11","MRF.NS"
13650,14278.8,13611,13819.6,38600,13725.31,"2013-07-19","MRF.NS"
39389,39499,38201.5,38739.9,13900,38590.89,"2015-04-22","MRF.NS"
9800,9820,9543.5,9632.75,9200,9547.56,"2012-03-05","MRF.NS"
19347,19439.9,19170.1,19364.4,8500,19240.4,"2013-12-31","MRF.NS"
15190,15499,15190,15373.4,12200,15268.5,"2013-05-22","MRF.NS"
